"Date","Central Government Total Revenue (TT$Mn)","Central Government Current Revenue (TT$Mn)","Central Government Tax Revenue (TT$Mn)","Central Government Taxes on Income and Profits (TT$Mn)","Central Government Taxes on Property (TT$Mn)","Central Government Taxes on Goods and Services (TT$Mn)","Central Government Taxes on International Trade (TT$Mn)","Central Government Tax Revenue - VAT (TT$Mn)","Central Government Non-Tax Revenue (TT$Mn)","Central Government Oil Revenue (TT$Mn)","Central Government Oil Sector - Tax Revenue (TT$Mn)","Central Government Oil Sector - Non-Tax Revenue (TT$Mn)","Central Government Non-Oil Revenue (TT$Mn)","Central Government Non-Oil Sector - Tax Revenue (TT$Mn)","Central Government Non-Oil Sector - Non-Tax Revenue (TT$Mn)","Central Government Energy Revenue (TT$Mn)","Central Government Energy Sector - Tax Revenue (TT$Mn)","Central Government Energy Sector - Non-Tax Revenue (TT$Mn)","Central Government Non-Energy Revenue (TT$Mn)","Central Government Non-Energy Sector - Tax Revenue(TT$Mn)","Central Government Non-Energy Sector - Non-Tax Revenue (TT$Mn)","Central Government Capital Revenue (TT$Mn)","Central Government Total Expenditure (TT$Mn)","Central Government Current Expenditure (TT$Mn)","Central Government Expenditure on Wages and Salaries (TT$Mn)","Central Government Expenditure on Goods & Services (TT$Mn)","Central Government Expenditure on Transfers and Subsidies (TT$Mn)","Central Government Expenditure on Subsidies (TT$Mn)","Central Government Transfers Abroad (TT$Mn)","Central Government Transfers to Non-Profit Insitutions (TT$Mn)","Central Government Transfers to Educational Insitutions (TT$Mn)","Central Government Transfers to Households (TT$Mn)","Central Government Transfers to State Enterprises (TT$Mn)","Central Government Transfers to Statutory Boards and Similar Bodies (TT$Mn)","Central Government Expenditure on Interest Payments (TT$Mn)","Central Government Capital Expenditure and Net Lending (TT$Mn)","Current Account Surplus(+) / Deficit (-) (TT$Mn)","Non-Energy Fiscal Balance (TT$Mn)","Primary Balance (TT$Mn)","Central Gov't Overall Fiscal Balance (TT$Mn)","Average Discount Rate - High (%)","Average Discount Rate - Low (%)"
"Sep-2020","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Aug-2020","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jul-2020","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Oct-2008","2595.4","2595.4","2354.9","1602.4","1.3","521","230.2","399.2","240.5","1257.9","1169.2","88.6","1337.5","1185.7","151.8","1266.3","1177.6","88.6","1329.1","1177.3","151.8","0","2439.3","2239.5","573","201.2","1280.5","0.5","1.2","13.4","121.4","355.1","47.8","439.3","184.7","199.8","355.9","-1110.2","340.8","156.1","8.78","8.78"
"Sep-2008","11120","11107.3","10027.9","9181.4","1.7","676.3","152.8","519.8","1079.4","6768.7","6548.7","220","4322.9","3479.2","859.4","7982.2","7762.2","220","3137.8","2265.7","872.1","12.7","6897.7","4314.4","562.5","994","2043.5","38.3","54.3","30","249.9","859.4","744.3","321.2","393.1","2583.2","6792.9","-3759.9","4615.5","4222.4","8.53","8.52"
"Aug-2008","1338.2","1338.2","1279.4","457.4","3.9","604.7","180.7","504.5","58.8","48.3","44.7","3.7","1257.2","1234.8","55.1","51.1","47.4","3.7","1287.2","1232","55.1","0","2999.5","1877.5","550.2","505.8","357.6","5.3","6.9","20.3","151.1","361.4","186.1","244.6","219.3","1122","-539.3","-1712.3","-1441.9","-1661.3","8.54","8.53"
"Jul-2008","3871.9","3865.6","3622.2","2718.3","10.1","662.7","195.3","539.2","243.4","2127.9","1963.5","164.3","1701.9","1658.6","79.1","2346.2","2181.8","164.3","1525.7","1440.3","85.4","6.4","5736.6","5128.9","562","428.2","2862.6","22.3","102.4","23","144.9","1103.6","260.9","607","228.1","607.7","-1263.3","-4210.9","-1636.5","-1864.7","8.29","8.27"
"Jun-2008","10808.8","10808.5","10544","9657","22.8","661.9","175.7","554.3","264.4","7844.2","7631.6","212.6","2937.6","2912.5","51.8","7844.2","7631.6","212.6","2964.6","2912.5","52.1","0.3","2911.8","2280.3","599.6","454.2","604.6","15.3","66.3","17.7","139.3","369.6","209.2","373.7","248.1","631.5","8528.2","52.8","8145.1","7897","8.3","8.3"
"May-2008","2478.4","2478.1","2278.9","1377.2","5.1","681.8","183.8","577.2","199.2","387.4","246.7","140.7","2059.7","2032.2","58.5","626.2","485.5","140.7","1852.2","1793.4","58.8","0.3","2603.5","1996.8","543.9","332.9","429.6","19.3","38.4","19","94.9","363.9","86.6","337.9","352.7","606.7","481.3","-751.3","227.6","-125.1","8.31","8.29"
"Apr-2008","5363.9","5363.7","3442.4","2493.2","10.9","700.2","198.4","596.2","1921.3","1644.3","1449.8","194.5","3679.7","1992.6","1726.9","1644.3","1449.8","194.5","3719.6","1992.6","1727","0.1","3697","2882.4","610.5","399.1","1478.2","15.6","4.8","17.9","90.9","396.9","114.4","645.4","161.1","814.7","2481.4","22.6","1827.9","1666.9","8.31","8.31"
"Mar-2008","6957.6","6942.1","6899.1","6138.9","14.8","584.8","136.1","429.2","42.9","4461","4460.3","0.7","2456.6","2438.9","42.2","4695.8","4695.1","0.7","2261.9","2204.1","57.8","15.6","3566.2","3052.4","707.9","385.6","1287.2","13.4","270.1","18.9","87.2","897.7","118.9","221.7","449.9","513.8","3889.7","-1304.3","3841.4","3391.4","8.31","8.3"
"Feb-2008","1500.7","1500","1102.2","366.5","3.8","564.4","133.3","477.7","397.9","322.7","41.9","280.8","1143.1","1060.3","117.1","322.7","41.9","280.8","1178","1060.3","117.7","0.6","2874.2","2309.7","548.7","291.7","542.7","18.5","10.4","18.3","106.1","354.9","101.1","230.3","174.2","564.5","-809.6","-1696.1","-1199.3","-1373.5","8.06","8.06"
"Jan-2008","4916.7","4916.6","4623.1","3682.7","4.6","727.3","179.2","622.9","293.5","3433","3178.9","254","1454.3","1444.2","39.4","3478.2","3224.2","254","1438.5","1399","39.5","0.1","4624.2","3790.5","543.9","418.8","2156.6","16.8","31.9","17.2","95.2","1064.5","160.7","586.7","84.4","833.7","1126.1","-3185.7","376.9","292.5","8.04","8.04"
"Dec-2007","4333","4332.8","4211","3514.6","1.5","503.7","165.5","417.1","121.9","1689.1","1687.3","1.8","2618.1","2523.6","120.1","1913.4","1911.6","1.8","2419.5","2299.3","120.2","0.1","2789.3","2309.5","542.2","254.2","940.8","7.7","5.8","13.3","76.4","346.6","44.3","362.8","209.5","479.8","2023.4","-369.7","1753.2","1543.7","8.04","8.06"
"Nov-2007","1662.9","1662.5","1365.2","339.4","1","745.4","253.2","652","297.3","317.8","46.1","271.7","1318.5","1319.1","24.5","318.4","46.7","271.7","1344.5","1318.5","26","0.4","2737.4","2240.4","584.4","279.6","743.9","20","6.1","17.9","89.2","367.3","75.1","321.6","311","497.1","-577.9","-1392.9","-763.6","-1074.6","8.06","8.04"
"Oct-2007","2495.7","2494.8","2294","1417.3","3.6","626.4","217.9","499","200.8","1222.9","1083.5","139.3","1243.2","1210.5","61.5","1240.6","1101.3","139.3","1255.1","1192.7","62.4","0.9","3277.8","2847.9","591","258.3","1083.8","8","2.3","14.8","81.1","422.4","120.7","778.9","135.9","430","-353.1","-2022.7","-646.2","-782.1","8.03","8.03"
"Sep-2007","6865","6857.9","5269.4","4621.2","1.5","512.3","154.3","384.8","1588.4","2952","2892.7","59.4","3925.7","2376.8","1529.1","2952","2892.7","59.4","3912.9","2376.8","1536.2","7.1","6342.6","4128.7","597.6","949.9","1776.6","13.6","-244.5","35.3","172.3","350.5","222.1","312.7","491.9","2214","2729.2","-2429.7","1014.2","522.3","8.04","8.03"
"Aug-2007","2658.7","2641.6","2127.9","1356.5","2.2","576","166.8","468.5","513.7","1334.6","1048.7","285.9","1280.5","1079.2","227.8","1334.6","1048.7","285.9","1324.1","1079.2","244.9","17.1","3219.6","2528.9","568.2","311.6","1204","7.1","101.3","15.9","117.1","842.9","25.2","266.7","178.5","690.7","112.7","-1895.5","-382.4","-560.9","8.03","8.03"
"Jul-2007","2601.7","2600.5","2335.3","1552.9","6","592.4","160.5","480.7","265.2","1322.2","1162.6","159.6","1254.8","1172.6","105.6","1322.2","1162.6","159.6","1279.5","1172.6","106.8","1.2","3507.2","2747.5","735.6","463.9","800.9","8.5","48.5","20.3","141.5","272.4","63","646.9","100.3","759.7","-147","-2227.8","-805.3","-905.5","8.03","8.02"
"Jun-2007","4811.6","4810.7","4662.1","3905.9","24.1","543.2","148.1","442","148.7","2513.4","2513.4","0","2256.4","2148.7","148.7","2513.4","2513.4","0","2298.1","2148.7","149.5","0.8","3080.2","2286.3","566.9","265.4","865.8","21","-20.7","10.9","81","340.2","74.8","347.4","240.9","793.9","2524.5","-782","1972.2","1731.4","8.02","8.02"
"May-2007","4004","4004","3685.8","2910.8","8.8","575.9","158.8","477.1","318.2","2686.5","2430.1","256.4","1285.9","1255.7","61.8","2686.5","2430.1","256.4","1317.5","1255.7","61.8","0","3581.1","3116.2","529.2","408","1635.7","22.9","87.1","17.7","74.8","501.5","750.5","298.7","244.6","464.9","887.8","-2263.6","667.4","422.9","8.03","8.03"
"Apr-2007","3060.1","3060","2768.4","2199.9","3.4","386.8","151.9","286.8","291.6","1522.4","1395.2","127.2","1511.2","1373.2","164.4","1522.4","1395.2","127.2","1537.7","1373.2","164.6","0.1","2686.7","2038.4","481.2","304.6","732.5","24.6","4","17.8","74.3","341.3","114.6","211.7","308.4","648.4","1021.6","-1149","681.7","373.4","8.03","8.03"
"Mar-2007","3892.8","3890.8","3796.5","3076.2","16.3","533.8","143.6","421.3","94.4","1907.7","1882.8","24.9","1956.6","1913.7","69.5","1907.7","1882.8","24.9","1985.1","1913.7","71.4","2","3334.3","2996.3","498.5","359","1387.9","16.4","50.8","16.1","67.5","905.1","26.6","473.2","277.7","338","894.6","-1349.2","836.2","558.5","8.03","8.01"
"Feb-2007","1217","1216.7","856.4","293.6","3.6","391.5","138","307","360.2","369.7","46","323.7","817.4","810.5","36.5","369.7","46","323.7","847.4","810.5","36.9","0.4","2185.8","1606.8","415.6","240.2","622.1","20.9","31.3","20.8","84","358.7","21.1","188.7","140.2","578.9","-390.1","-1338.4","-828.5","-968.7","8.02","8.02"
"Jan-2007","3094.1","3093.9","2646.8","1855.4","4","595.6","162.3","499.1","447.1","1527.1","1171.3","355.8","1537.4","1475.5","91.3","1527.1","1171.3","355.8","1567","1475.5","91.5","0.2","3321.7","2726.5","454.3","365.1","1502.9","32.1","11.8","18.7","83.5","316.7","742.2","227.2","177.1","595.2","367.4","-1754.7","-50.5","-227.6","8.02","8.02"
"Dec-2006","4305.6","4305.4","4108.3","3513.9","10.1","378.8","181.6","276.7","197.1","2382.6","2382.6","0","1898.9","1725.6","197.1","2382.6","2382.6","0","1922.9","1725.6","197.3","0.1","2506.3","2220.6","455.7","192.5","732","29.6","106.5","8.9","93.6","285.9","31","660.7","179.7","285.7","2084.8","-583.4","1978.9","1799.3","8.01","8"
"Nov-2006","1186.3","1186.1","1051.7","260.7","2","525.1","227.1","421.5","134.4","140.8","43.7","97.1","1008.5","1008","37.3","140.8","43.7","97.1","1045.5","1008","37.5","0.1","2474","2118.1","458.6","269","569.6","14.1","0.5","13.2","41.8","240.5","98.5","553.6","267.2","355.9","-931.9","-1428.5","-1020.5","-1287.7","8.03","8"
"Oct-2006","2367.6","2367.3","2287.8","1582.2","1.9","464.1","213.4","363.5","79.4","1366.9","1312","54.9","974.2","975.9","24.5","1366.9","1312","54.9","1000.7","975.9","24.9","0.3","1526.3","1469.8","460.1","154.5","455.8","10.5","0.1","8.8","49.7","201","16.1","307.5","91.9","56.5","897.5","-525.6","933.2","841.3","8.03","8.03"
"Sep-2006","6754.1","6759","6144.7","5343.4","2.2","525.1","253.6","419.7","614.4","4343.3","4318.1","25.2","2395.4","1826.6","589.2","4343.3","4318.1","25.2","2410.8","1826.6","584.2","-5","5728.8","4195.2","459.8","977.6","2173.2","41.3","182.6","26.1","205.2","392.8","933.6","264.5","320.2","1533.6","2563.8","-3318","1345.5","1025.3","7.81","7.78"
"Aug-2006","1421","1420.9","935","319.7","3","418.4","169.4","320.8","485.8","239.8","64.2","175.6","1156.5","870.9","310.2","239.8","64.2","175.6","1181.2","870.9","310.3","0.1","2598.4","2153.4","466.1","374.2","651.1","29.9","2.6","19.5","101.1","382.2","16.3","532.4","129.6","445","-732.5","-1417.3","-1047.9","-1177.4","7.53","7.53"
"Jul-2006","2999.9","2993.7","2485.1","1886.2","5.2","421.7","145.3","336.5","508.6","1739.4","1444.5","294.9","1227.6","1040.6","213.7","1739.4","1444.5","294.9","1260.4","1040.6","219.9","6.2","2855.8","2521.6","430.7","378.3","1116.6","28.2","14","17.9","61.9","768.5","36.2","447","149.1","334.2","472.1","-1595.4","293.1","144","7.31","7.28"
"Jun-2006","4413.7","4412.7","4250.8","3599.9","22.6","483.3","125.3","393.8","161.9","2658.6","2658.6","0","1734.5","1592.2","156.6","2658.6","2658.6","0","1755.1","1592.2","162.9","1","2103.2","1930.8","497.4","272.3","601.3","23.1","0.3","24.6","100.4","235.9","50.6","298","261.7","172.5","2482","-348.1","2572.2","2310.5","7.27","7.03"
"May-2006","4119.7","4119.3","3752.3","3066.4","8.5","531.1","122.8","439.8","367","2931.6","2606.9","324.7","1164.1","1145.5","42.3","2931.6","2606.9","324.7","1188.1","1145.5","42.7","0.4","2587.2","2008.4","533.6","267.4","672","26.2","8.7","13.5","67","247.1","20.9","291.2","244.1","578.8","2111","-1399","1776.7","1532.6","7.05","6.81"
"Apr-2006","2595.7","2595.5","2342.9","1745.6","5.7","415.2","154.7","312.1","252.6","1243.4","1154.5","88.9","1330.5","1188.4","163.7","1243.4","1154.5","88.9","1352.4","1188.4","164","0.2","2026.2","1807.6","444.4","270.7","545.5","6.6","1.6","10.8","73.4","161.3","156.4","375.8","171.2","218.6","787.9","-673.8","740.7","569.6","6.81","6.8"
"Mar-2006","4503.6","4502.8","4438.3","3822.5","5.4","455.7","129.8","368","64.5","2479.2","2479.2","0","1998.8","1959.1","64.5","2479.2","2479.2","0","2024.4","1959.1","65.3","0.7","3168.4","2974.5","438.3","273.5","1671.5","37","3.7","16.2","80.3","1025.1","63.3","240.9","350.3","193.9","1528.3","-1144","1685.5","1335.2","6.78","6.53"
"Feb-2006","1202.3","1202","778.3","326.7","2.8","306.5","115.8","225.6","423.6","366.7","61.7","305","808.8","716.6","114.9","366.7","61.7","305","835.6","716.6","118.9","0.3","1891.9","1566.3","411.3","191","631.7","19.4","6.7","9.2","73.9","245.9","22.7","196.8","135.5","325.7","-364.3","-1056.4","-554.2","-689.7","6.52","6.26"
"Jan-2006","2688.8","2688.7","2510.2","1712.2","3.5","527.7","131.3","446","178.5","1219.2","1112.7","106.5","1334.1","1397.4","72","1219.2","1112.7","106.5","1469.6","1397.4","72.1","0.1","2433.7","2176.5","436.6","320.6","1114.4","40.7","114.6","10.1","65.2","221.2","490","193.4","111.6","257.3","512.2","-964.2","366.6","255.1","6.02","6.02"
"Dec-2005","5579.7","5579.7","4896.3","4313.6","0.7","394.9","154.6","300.2","683.4","3403.6","3011.7","391.9","2143.7","1884.5","291.5","3403.6","3011.7","391.9","2176","1884.5","291.5","0","2295.5","1897.2","435.8","214.1","482.1","1.9","0.5","12.2","70.4","238.6","16","559.8","205.4","398.2","3682.4","-119.4","3489.6","3284.2","6.02","6.01"
"Nov-2005","1675.6","1675.6","1644.3","987.4","1.6","453.2","181.2","362.4","31.4","648.7","648.2","0.5","1006.1","996.1","30.9","648.7","648.2","0.5","1026.9","996.1","30.9","0","2149.2","2037.9","445.5","192.8","608.5","19.4","10.5","9.1","67.6","226.4","76.4","508.8","282.3","111.3","-362.2","-1122.3","-191.2","-473.6","6.06","5.76"
"Oct-2005","956.9","956.9","906.8","339","3.1","392.8","152.5","259.3","50.1","142.4","110.5","31.9","795.1","796.3","18.1","142.4","110.5","31.9","814.5","796.3","18.1","0","1359.5","1313.2","456","110.7","466.3","17.9","0.4","8","43.1","228.4","39","188","92.3","46.3","-356.3","-545","-310.3","-402.5","5.79","5.78"
"Sep-2005","6335","6331.1","6128.6","5505.1","1.9","408.7","190.5","266.9","202.5","3988.6","3987.7","0.9","2320.1","2140.9","194.6","3988.6","3987.7","0.9","2346.4","2140.9","205.5","3.9","4158.3","3155.1","446.8","700.6","1208.2","25.5","66.3","23.3","85.2","257.1","222","312.8","484.6","1003.2","3176","-1812","2661.2","2176.7","5.98","5.91"
"Aug-2005","1574.1","1573.6","1348.4","837.2","3.9","390.6","91","244.1","225.2","322.1","318.9","3.3","1225.8","1029.5","222","322.1","318.9","3.3","1252","1029.5","222.5","0.5","3204.7","2676.7","444.8","236.5","1614.8","22.7","11","10.8","61.4","232.1","682","149.5","231","528","-1103","-1952.7","-1399.5","-1630.6","5.56","5.56"
"Jul-2005","2084.4","2084.4","1289.1","740.4","4.6","396","123.1","271.8","795.3","770","441","328.9","1289.4","848.1","466.3","770","441","328.9","1314.4","848.1","466.3","0","1695.6","1467.7","414.8","263.4","566","22.5","0.4","12.5","89.9","221.2","31.2","186.8","36.7","227.9","616.7","-381.2","425.4","388.8","5.6","5.42"
"Jun-2005","4326.6","4326.6","4279.3","3728.1","23.9","381.6","127.9","233.8","47.2","2607.5","2607.5","0","1701.2","1671.8","47.2","2607.5","2607.5","0","1719","1671.8","47.2","0","1910.2","1760.2","476.6","209.9","609.1","73.1","9.2","11.4","107","229","13","307.3","157.3","150","2566.3","-191.2","2573.7","2416.4","5.41","5.3"
"May-2005","1494.7","1494.7","1175.6","615.9","9.1","420.2","112.2","280","319.1","503.9","227.6","276.4","972.6","948","42.8","503.9","227.6","276.4","990.8","948","42.8","0","1632.3","1484.3","473.8","250.4","367.3","23.9","2.6","10.7","-9","226","19.1","178.9","213.9","148","10.4","-641.5","76.4","-137.5","5.44","5.3"
"Apr-2005","1300.7","1300.7","943.9","488","4.5","315","113","170.3","356.8","129.3","106.1","23.2","1147.9","837.8","333.6","129.3","106.1","23.2","1171.4","837.8","333.6","0","1952.3","1766","462.2","271.7","598.3","19.8","11","11.4","120.8","262.1","28.3","319.9","113.9","186.3","-465.3","-780.9","-537.7","-651.6","5.31","5.24"
"Mar-2005","4398","4395.3","4341.3","3805.6","4.8","416.6","97.8","294.2","54.1","2842.2","2842.2","0","1536.7","1499.1","54.1","2842.2","2842.2","0","1555.8","1499.1","56.7","2.7","1914.9","1747.1","429.7","265.9","511.7","52.4","8.6","14","56.7","251","17","145.3","394.6","167.8","2648.2","-359.1","2877.7","2483.1","5.3","5.27"
"Feb-2005","892.3","892.3","673.3","344","3.3","214.7","95.7","96.2","219.1","185","59.3","125.7","691.8","614","90.7","185","59.3","125.7","707.3","614","93.3","0","1461.8","1353.1","389.3","179.3","549.1","23.6","12","6.6","56.7","220.9","18.8","114.7","120.7","108.7","-460.7","-754.5","-448.7","-569.4","5.27","5.05"
"Jan-2005","1299.5","1299.5","983.2","417.8","3","427.1","111.2","299.8","316.3","308.3","85.4","222.9","967.1","897.7","93.4","308.3","85.4","222.9","991.2","897.7","93.5","0.1","1867.7","1786.2","429.2","263.8","595.9","36.6","22","12.9","58.1","202.7","107","328.1","169.1","81.5","-486.7","-876.5","-399","-568.1","5.04","4.98"
"Dec-2004","3819.7","3819","3709.6","3144.5","1.3","409","133.5","268.4","109.4","1851.9","1850.9","1","1945.8","1858.7","108.4","1851.9","1850.9","1","1967.8","1858.7","109.1","0.7","1910.3","1848.2","525.8","219.6","650.9","11.5","5","10.4","53.9","297.2","26.5","179.6","272.4","62.1","1970.8","57.5","2181.8","1909.4","5.03","5.03"
"Nov-2004","886.1","884.9","862.9","267.4","0.8","429.2","148","292.8","22","71.1","70.8","0.3","796.3","792","21.7","71.1","70.8","0.3","814.9","792","22.9","1.2","1654.2","1545.4","394.2","191.1","453.4","20.3","13.2","8.4","54.7","226.4","20.8","312.3","194.4","108.8","-660.5","-839.3","-573.7","-768.1","5.08","5.02"
"Oct-2004","1236.7","1236.6","833.2","302.4","1.4","382.1","129.7","244.2","403.4","381.3","92.6","288.7","837.8","740.6","114.7","381.3","92.6","288.7","855.4","740.6","114.8","0","1278.7","1252.5","422.2","118","414.3","10.7","4.5","6.8","38.3","170.1","16.8","145.2","152.9","26.2","-15.9","-423.3","110.8","-42.1","4.99","4.99"
"Sep-2004","3373.3","3372","3178.4","2601.6","1.4","438.4","120.9","324.8","193.6","1454.9","1454.2","0.7","1900.9","1724.2","192.9","1454.9","1454.2","0.7","1918.4","1724.2","194.1","1.2","3694.8","2923.1","471","465.1","1476.6","44.4","50.7","19.8","126.9","261","847.1","210.6","299.8","771.7","448.9","-1776.4","-21.7","-321.5","4.99","4.97"
"Aug-2004","1004.8","1004.5","869.2","291.4","1.5","437.3","120","312.4","135.3","63.3","61.6","1.7","922.1","807.6","133.6","63.3","61.6","1.7","941.5","807.6","133.9","0.3","1437.1","1275.2","428.1","162.4","407.8","1.4","5.8","9.1","87.8","189","21.4","114.5","162.5","161.9","-270.8","-495.6","-269.8","-432.3","4.99","4.99"
"Jul-2004","1348.3","1348.1","841.9","320.9","20","356.8","123.6","237.2","506.2","358.5","67.7","290.8","969","774.2","215.4","358.5","67.7","290.8","989.7","774.2","215.6","0.1","1519.7","1458.3","404.7","218.9","498.9","8.5","1.7","9","51.8","216","96.3","251.9","84","61.4","-110.2","-530","-87.5","-171.5","4.99","4.97"
"Jun-2004","3292.9","3292.9","3255.8","2724.9","42.1","367.3","104.4","248.3","37","1873.1","1873","0","1402.6","1382.8","37","1873.1","1873","0","1419.8","1382.8","37","0","1454.7","1362.5","399.6","212.4","372.7","8.9","1.8","11.5","73.2","206","13.2","137.3","240.5","92.3","1930.4","-34.9","2078.6","1838.1","5.03","4.99"
"May-2004","1049.4","1048.3","1014.5","526","3.4","375.1","93.4","254.9","33.8","68.4","66.7","1.7","963.3","947.8","32","68.4","66.7","1.7","981","947.8","33.2","1.2","1460.9","1365.6","394.2","183.7","402.2","13.3","3.3","11.8","43.4","180.7","60","198.3","187.3","95.3","-317.4","-479.9","-224.2","-411.5","5.03","5.01"
"Apr-2004","1434.6","1433.3","983","533.2","3.7","336.4","95.6","205.7","450.3","436.4","159.3","277.1","982.8","823.7","173.2","436.4","159.3","277.1","998.3","823.7","174.5","1.3","1413","1267.2","394.6","168.9","418.5","13.2","13.5","9.4","39.7","193.1","33.7","109.3","175.9","145.8","166.2","-414.8","197.5","21.6","4.99","4.99"
"Mar-2004","2440.7","2440.7","2314.9","1848","4.3","348.7","92.7","234.1","125.8","1170.1","1169.9","0.2","1249.4","1144.9","125.6","1170.1","1169.9","0.2","1270.6","1144.9","125.6","0","1666.2","1615.1","381.5","261.7","373.2","13.5","19.3","11.1","38.4","181.9","47.8","256.8","341.9","51.2","825.6","-395.7","1116.3","774.4","4.99","4.97"
"Feb-2004","710.6","710.6","652.4","279.9","2.6","282.8","74.5","164.5","58.2","72.1","55","17","625.9","597.3","41.2","72.1","55","17","638.5","597.3","41.2","0","1238","1156.6","404.8","145.3","354.1","12.1","1.9","9.7","58.2","184.3","13.7","86.9","165.5","81.4","-446","-599.5","-361.9","-527.4","4.99","4.99"
"Jan-2004","1429.2","1429.2","986.2","445.8","3.4","437.3","83","312.4","443","358.2","89.2","269","1054.3","897","174","358.2","89.2","269","1071","897","174","0","1365.8","1378.4","389.4","191.5","445.7","14.5","13.4","9.4","50.5","206.2","38","270.9","80.8","-12.6","50.9","-294.8","144.3","63.5","4.85","4.99"
"Dec-2003","2683.4","2683.4","2612","2133.3","1","338","113.5","212.2","71.4","1285.1","1284.7","0.3","1372.1","1327.3","71.1","1285.1","1284.7","0.3","1398.4","1327.3","71.1","0","1391.7","1284.1","463.6","155.6","318.1","3.6","4.9","8.8","56.6","194.5","7.9","124.8","222","107.7","1399.4","6.7","1513.7","1291.7","5.02","4.99"
"Nov-2003","906.4","906.4","776.1","236.9","0.9","411.2","114.6","277.1","130.2","157.1","61.5","95.6","736.8","714.7","34.6","157.1","61.5","95.6","749.3","714.7","34.6","0","1570.8","1518.8","413.7","143.5","387","7.6","11.2","5.6","54.2","179.5","28.6","325.2","249.3","52.1","-612.4","-821.5","-415.2","-664.4","5.08","4.99"
"Oct-2003","956.1","956.1","761.7","285.9","1.2","354.8","106.5","237.5","194.5","344.5","167.5","176.9","598.5","594.1","17.5","344.5","167.5","176.9","611.7","594.1","17.5","0","906.8","893.7","304","65.6","242.5","0","0","5.4","29","164.1","7","126.1","155","13.1","62.4","-295.1","204.3","49.3","5.03","4.99"
"Sep-2003","3187.7","3184.1","2919","2594.9","1.4","230.4","72.7","116.9","265","1697.6","1664.6","33","1466.9","1254.4","232.1","1697.6","1664.6","33","1490.1","1254.4","235.7","3.6","2463.2","2094.6","452.1","380.8","752.1","40.5","32.3","20.1","41.8","240.4","120.1","166.8","342.8","368.6","1089.4","-973.1","1067.3","724.5","5.23","4.99"
"Aug-2003","628.7","628.2","576.2","174.3","1.5","305.1","81.2","181.5","52","69.1","64.7","4.4","545","511.5","47.6","69.1","64.7","4.4","559.6","511.5","48.1","0.5","1259.2","1208.6","358.3","164.8","393.1","3.6","10.5","10","38.2","170","112.3","69.7","222.7","50.6","-580.4","-699.6","-407.8","-630.5","5.23","5.16"
"Jul-2003","1535.6","1534.1","1150.6","535.6","5.8","490.9","103.5","364.4","383.5","524","280","244","995.2","870.6","139.5","524","280","244","1011.6","870.6","141","1.5","1228.5","1244.4","375.8","201.8","342.9","10.6","2.4","9.9","28.5","190.3","59.8","170.5","153.5","-15.9","289.6","-216.9","460.5","307","5.23","5.16"
"Jun-2003","2252.4","2252.4","2150.2","1679.7","42.3","335.4","79.2","221.7","102.2","945.4","927","18.4","1293.4","1223.2","83.7","945.4","927","18.4","1307","1223.2","83.7","0","1135.6","1109.2","350.1","144.5","287.8","4.2","4.9","6.8","36.7","168","34.8","141","185.8","26.4","1143.2","171.3","1302.6","1116.8","5.23","5.16"
"May-2003","1108.1","1108.1","889.7","479.4","4.4","312.7","82.1","201.7","218.3","268.7","178.1","90.7","828.3","711.7","127.6","268.7","178.1","90.7","839.3","711.7","127.6","0","1308.4","1271.8","359.1","155.2","286.5","7.7","7","9","26","169.2","14.4","172.9","298.1","36.6","-163.7","-469.1","97.7","-200.4","5.23","5.16"
"Apr-2003","1056.7","1056.7","827.2","360.2","3.2","367.5","84.2","215.2","229.5","213.3","64","149.3","831.4","763.2","80.2","213.3","64","149.3","843.4","763.2","80.2","0","1344.4","1256.2","367.5","135.6","301.5","6.3","0.4","6.4","25.6","219.5","3.4","187.3","264.4","88.2","-199.5","-501","-23.3","-287.7","5.23","5.23"
"Mar-2003","1822.6","1822.6","1758.6","1546.9","4.1","135.4","62.8","26.1","64","992","982.6","9.3","821.3","776","54.7","992","982.6","9.3","830.7","776","54.7","0","1056.8","991.2","355.7","201.3","273.1","3.7","-2.3","6.2","36.7","178.8","24.2","77","84.1","65.6","831.4","-226.2","849.8","765.8","5.23","5.16"
