"Date","Commercial Banks & NFIs – Credit to the Private Sector (TT$Mn)","Currency in Active Circulation (TT$Mn)","Commercial Bank Reserves with Central Bank (TT$Mn)","Demand Deposits (Adj.) (TT$Mn)","Saving Deposits (Adj.) (TT$Mn)","Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Demand Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Savings Deposits (Adj.) (TT$Mn)","NFIs - Foreign Currency Deposits (Adj.) (TT$Mn)","Banking System: Net Domestic Credit (TT$Mn)","Loans and Advances to Central Government (TT$Mn)","Banking System: Credit to the Private Sector (TT$Mn)","Base Money M-0 (TT$Mn)","Narrow Money M-1A (TT$Mn)","Money Supply M-1C (TT$Mn)","Money Supply M-2 (TT$Mn)","Money Supply M-2* (TT$Mn)","Money Supply M-3 (TT$Mn)","Money Supply M-3* (TT$Mn)","Quasi Money (TT$Mn)","Commercial Banks & NFIs - Total Deposits Outstanding (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Unincorporated Businesses (TT$Mn)","Banking System Investments (TT$Mn)","Commercial Banks & NFIs - Total Investment (Net) - TT$Mn","Commercial Banks & NFIs - Reserves (TT$Mn)","Commercial Banks & NFIs - Share Capital (TT$Mn)","Commercial Banks & NFIs - Total Loans Outstanding (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Loans (Net) (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Unincorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Other Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Real Estate Mortgage Loans (TT$Mn)"
"Jul-2002","23268.30","1352.2","2806.4","4360.0","6853.8","3652.2","4870.5","2069.5","1122.5","2065.3","1706.2","14330.4","-5220.5","16304.9","4158.6","5712.2","12566.0","16218.2","21088.7","20474.1","27041.1","10506","26712.4","16315.9","4554.9","619","2684.4","1862.1","676","7724.6","15494","397.9","6891.1","20509.7","8330.9","9203.1","885.3","19866.3","417.1","626.3","1047","14085.4","52610.9","3950.8"
"Jun-2002","23117.40","1380.3","3244.3","4754.3","6975.5","3812.1","5130.7","2113.9","1325.5","2079.3","1669.5","14731","-4798.8","16168.2","4624.6","6134.6","13110.1","16922.2","22052.9","21350.4","28140.9","10787.6","27857.8","16686.3","4901.2","615","2787","2102.8","765.6","8238.2","15516.5","268.6","6742.2","20561.3","8359.1","9427.1","854.1","19920.1","411.3","570.6","939.1","14064.3","53367.3","4985.4"
"May-2002","23151.70","1386.2","2960.6","4564.7","6924.8","3744.5","5585.7","2171.3","1944.5","1910.1","1784.8","15278.5","-4389.8","16138.2","4346.8","5950.9","12875.7","16620.2","22206.0","21015.6","28376.4","10669.3","28092.4","16463.9","5304.3","600.3","2936","2090.5","697.3","8460.9","16058.3","320.9","6759.6","20007","8271","8979.4","867.9","19382.7","400.6","522","966.1","13872.8","53721.5","3889.7"
"Apr-2002","22991.70","1332.9","2990.2","4880.1","6908.7","3746.4","6015.3","2232.0","2146.5","2023.0","1878.3","15311.5","-4050.5","15923.3","4323","6213","13121.7","16868.2","22883.5","21166.9","29050.6","10655.2","28751.1","16647.7","5948","483.2","2633.5","2466.1","572.6","8442.1","16113.8","404","6591.9","19893.1","8251","8783.1","922.2","19280.9","414.9","570.2","951.8","13071.6","53407.5","3836.1"
"Mar-2002","22833.00","1366.1","3196.3","5008.8","6944.7","3937.1","4883.7","2313.7","1035.9","1885.1","2015.8","15609.8","-3698.2","16165.4","4562.4","6374.9","13319.6","17256.7","22140.4","21476.8","28349.0","10881.8","28050.1","16816.1","4903.1","520.6","2847","2402.6","560.7","8200.3","15827.9","342.7","6500.7","20321.1","8116.5","8624.7","811","19684.5","766","996.3","1006.6","13177.8","53038","5097.5"
"Feb-2002","22704.70","1293.2","2999.5","4525.3","6834.2","3987.1","6074.4","2264.1","2080.1","1953.3","1854.8","14353.8","-3976.3","15430.8","4292.7","5818.5","12652.7","16639.9","22714.2","21061.5","28963.2","10821.3","28598.2","16794","6129.7","413.2","2537.7","2138","585.6","7083.1","14598.5","374","6573.7","20171.4","8225.9","8662.3","816.2","19618.8","456.7","987.3","1023.1","13601.7","53702.3","3967.5"
"Jan-2002","22198.60","1281.1","2900.8","4602.9","6702.3","3977.4","5325.5","2234.3","1478.9","1851.4","1696.1","14004","-4196.9","15302.2","4182","5884.1","12586.4","16563.7","21889.2","20996.5","27991.5","10679.7","27626.4","16488.5","5304.2","401.5","2489.8","2391.8","550.7","7100.7","14233.5","404","6414.5","20147.8","8205.3","8745.6","834.9","19602.7","368.7","922.5","1070.8","13375.7","52542.4","3942.1"
"Dec-2001","23076.00","1373.5","3465.8","5322.1","6634.3","3869.7","4995.4","2348.7","1043.2","1825.2","1993.6","15095.8","-3427.1","15552.4","4839.3","6695.6","13329.9","17199.6","22195.1","21615.2","28572.0","10504","28158.7","16328.1","5460.8","602.8","2857.1","2357.2","552.7","7746.9","14562","549.6","6274","20218.4","8189.9","9036.8","749.4","19596.7","235","952.1","1055.1","13780.9","53253","4924.4"
"Nov-2001","22351.10","1337.6","2997.1","4508.7","6573.5","3594.8","5794.0","2400.5","1860.8","1678.6","1512.0","13928.4","-3829.3","14912.9","4334.7","5846.3","12419.8","16014.5","21808.5","20375.6","27649.5","10168.2","27487.5","16183.5","5643.1","671.4","2277.9","2149","562.6","7410","13661.4","277.5","6338.2","19970","8126.4","9055.5","764.1","19421.3","176.3","763.1","1084.6","13376.8","51597","3807.2"
"Oct-2001","22163.80","1235.1","3196.3","4876.5","6442.2","3620.7","5345.3","2318.9","1157.0","1987.8","1587.7","13656.9","-3660.9","14610.6","4431.4","6111.6","12553.8","16174.5","21519.8","20404.4","27337.3","10062.9","26977.9","15958.4","5175.5","623.1","2259.2","2431.4","530.4","7378.5","13212.3","350.5","6206.4","19770.5","8021","8913.3","653.3","19254.2","150.7","966.2","1066.1","13189.2","50446.6","3762.5"
"Sep-2001","22769.90","1259.2","3224.1","4748.9","6280.7","3450.6","5380.3","2285.9","1228.0","1969.7","1778.7","12979.8","-4692.4","15441.5","4483.3","6008.1","12288.8","15739.4","21119.7","19829.4","26987.8","9731.3","26751.2","15718.9","5036.5","687.3","2419.5","2354.9","534.1","7088","13481.9","362.4","6135","19928.5","7945.8","9390.4","615.1","19412.7","142.3","767.6","1067.3","13338.4","51200.4","4680.1"
"Aug-2001","22966.80","1274.5","2898.9","4403.6","6128.3","3486.1","4965.1","2160.2","1093.7","1819.5","2022.2","13929.3","-3882.4","15887.1","4173.4","5678.1","11806.4","15292.5","20257.5","19275.6","26254.1","9614.4","25986.8","15561.6","4471","879.5","2565.7","1982.6","526.5","6905.8","12942.7","340.7","6035.9","20778.4","7936","10346.2","556.1","20270","139.9","677.3","1123","12958.9","50754.1","3817"
"Jul-2001","22494.90","1247.7","2996.4","3828.6","6042.9","3393.5","4982.1","2135.6","1184.4","1794.1","1882.6","13354.3","-4153","15509.4","4244.1","5076.3","11119.3","14512.8","19494.8","18551.8","25408.4","9436.4","25106.2","15356.3","4504.5","652.7","2411.7","1606","574.9","6812.6","12262.2","331.8","5919.5","20441.4","7936.1","9878.8","234.2","19930.5","230.9","1047.4","1114","13108.5","49499.1","3784.2"
"Jun-2001","22777.00","1245.5","2483.2","3269.9","6018.8","3503.9","5264.4","2133.5","1166.9","2090.1","1910.1","13052.5","-4323.3","15443.4","3728.6","4515.4","10534.2","14038","19302.4","18282.6","25456.6","9522.6","24953.5","15115.1","4354","564.5","2807.3","1542","570.6","6226.1","12310","250.5","5783.8","20251.4","8011.9","9650.6","214.2","19753.9","252.9","1010.2","1111.6","13501.4","49274.4","4922.1"
"May-2001","21515.90","1215.1","2483.9","3430.9","5961.2","3256.5","5303.4","2167.6","1287.0","1953.9","1860.0","13474.9","-3598.1","15196.7","3698.9","4645.9","10607.2","13863.7","19167.1","17903.8","25055.0","9217.8","24539.3","15131.9","4249.8","580.4","2915.8","1187.6","473.7","6148","11949.3","320","5708.5","19528.4","7919.3","9054.1","214.4","19033","176.8","1053.7","1110.2","14380.1","49240.5","3872.9"
"Apr-2001","21395.80","1228","2856.2","3597.6","5935.7","3254.5","5089.5","2411.0","1046.4","1745.4","1549.7","13484.5","-3379.4","15093","4084.1","4825.6","10761.3","14015.8","19105.3","18029.5","24658.7","9190.2","24197.8","15054","4200.6","410.7","2552.4","1460.8","519.3","6154","11675.3","280.9","5634.7","19262.9","7691.1","9051.2","217.8","18774.5","173.2","969","1160.7","13793.9","47755.9","3872.6"
"Mar-2001","20609.60","1240.3","3033.7","3509.7","5968.4","3226.5","5350.2","2740.0","896.7","1853.8","1364.4","13962.3","-2719.1","14800.5","4274","4750","10718.4","13944.9","19295.1","17944.7","24607.2","9194.9","24143.6","15235.8","3930.3","559.8","2719","1092","606.8","6438.3","11347.2","287.1","5553.2","18777.3","7713.3","8649.8","236.7","18297","197","872.2","1108.4","14396.6","47646.6","4778.5"
"Feb-2001","20789.30","1236.5","2611.3","3155.6","5893.5","3360.5","5181.6","2766.2","794.6","1689.2","1218.6","14157.2","-2649.8","14971.6","3847.8","4392.1","10285.6","13646.1","18827.7","17735.0","24101.0","9254","23545","15164.8","3944.7","601.1","2256.3","948.7","629.5","6095.2","11641.8","352","5597","18647.9","7604.9","8539.1","245.2","18131.5","262.4","858.5","1137.8","14151","46858.1","3720"
"Jan-2001","21106.60","1134.9","2799.8","3281.1","5785.1","3206.9","4980.8","2598.4","790.5","1687.1","1454.6","13704.2","-2735.6","14875.2","3934.7","4416","10201.1","13408","18388.8","17425.3","23796.1","8992","23353.8","15024.4","3606.6","432.2","2519","1178.9","592.8","5801.9","11456","436.3","5489.7","18419.6","7900.4","8313.6","212.3","17934.9","299.4","634.5","1059.5","13872","45846.5","3689.1"
"Dec-2000","21154.80","1271","2943.0","3616.2","5796.5","3281.2","5253.8","2520.9","1081.3","1713.7","1601.6","14475.6","-2069","15007.2","4214","4887.2","10683.7","13964.9","19218.7","17961.3","24763.2","9077.7","24235.3","15028.1","4143.8","574.4","2643.7","1229.9","615.3","6087","11994.3","537.2","5421.3","18342.8","7827.8","8290.5","250.9","17863.6","337.7","607.8","1027.9","14126.4","46881.9","4649.3"
"Nov-2000","20889.60","1178.3","2721.1","3139.4","5738.0","3374.5","5211.2","2674.3","889.7","1695.8","1475.1","14874.1","-1814.2","14959.6","3899.4","4317.7","10055.7","13430.2","18641.4","17432.2","23962.9","9112.5","23571.5","14892.1","3683.8","486","2756.5","1221.4","531.7","5716.3","11329.3","335.6","5365.7","18389","7766","8231.7","359.3","17905.7","324.6","667.6","1039.8","13439.8","45137.8","3663.7"
"Oct-2000","20722.70","1139.5","2687.6","3128.1","5670.8","3409.6","4745.0","2518.2","734.6","1651.0","1477.6","13737.6","-2723.8","14811","3827.1","4267.7","9938.4","13348","18093.0","17429.4","23650.1","9080.3","23213.4","14848.4","3395.6","453.3","2736.6","1313.5","465.9","6005.8","11246","337.4","5174.2","18149.8","7722.5","8120.9","294.7","17674.2","323.4","654.5","1033.9","13083.8","44255","3662.3"
"Sep-2000","20896.60","1153.7","2708.0","3103.0","5703.4","3338.3","4638.5","2331.0","832.2","1561.3","1622.3","13746.8","-3112.1","15108.3","3861.7","4256.6","9960.0","13298.4","17936.8","17466.7","23725.6","9041.7","23343.4","14822.7","3228.2","530.1","2935.8","1345.8","480.9","6111.4","11642.2","306.7","5151.5","18297","7941.1","7956.1","347.2","17853.8","331.6","688.1","1032.8","12893.8","44112.1","4650.6"
"Aug-2000","20221.00","1130.7","2672.7","2927.3","5672.2","3356.5","4617.2","2303.4","811.2","1566.3","1553.5","14041.4","-2111","14373.7","3803.4","4058","9730.3","13086.8","17704.0","17233.7","23394.6","9028.7","22979.6","14691.1","3337.5","439.9","2816.8","1248.6","445.6","5770.3","11407.6","325.1","4840.4","17834.4","7779.4","7768.4","440.4","17379.4","313.4","492.1","1040.7","12235.1","42980.1","3697.7"
"Jul-2000","20252.70","1143.8","2654.7","2718.2","5647.0","3553.6","4486.1","2241.5","736.1","1611.6","1483.7","14386.4","-2289.5","14582.4","3798.5","3862","9508.9","13062.5","17548.7","17097.9","23056.6","9200.5","22708.2","14755.4","3193.8","415.1","2809.5","1112.5","422","5668.9","11191.2","279.9","4757","18483.9","7841.6","7718.5","605.7","18027.8","758.5","454.7","1104.9","11880.8","43108","3697.1"
"Jun-2000","19647.20","1155.8","2840.8","2843.9","5658.0","3374.0","4597.2","2288.6","746.2","1633.4","1506.9","14135.7","-1819.7","13920.1","3996.5","3999.7","9657.7","13031.7","17628.9","17194.8","23287.8","9032.1","22846.5","14592.3","3271.5","411","2812.3","1370.1","389.3","6095.6","10867.2","314.6","4678.8","17648.9","7719.9","7523.9","545.9","17202.1","291.1","523.2","1044.8","11438.4","42001.1","4451.3"
"May-2000","19300.90","1108.5","2580.4","2847.0","5630.7","3227.4","4500.1","2272.8","709.7","1594.5","1529.0","16000","344.2","13599.4","3689","3955.5","9586.3","12813.7","17313.8","16896.2","22914.8","8858.1","22489.7","14402.4","3344","453.9","2502.7","1367.8","418.9","5876","10761.1","351","4643.6","17449.7","7755.9","7279.7","679.8","17001.5","304.7","371.8","1057.8","11151.1","41420.5","3603.1"
"Apr-2000","19196.70","1148.4","2973.4","3502.0","5673.2","3216.1","4619.3","2321.3","736.1","1640.0","1478.4","15993.5","556.5","13487.6","4121.8","4650.5","10323.7","13539.8","18159.2","17798.4","23877.2","8889.4","23184.3","14489.2","3535.7","463.5","2821.8","1449.5","424.6","6396.5","10982.4","346.3","4553.8","17006.8","7722.9","7048.8","580","16562.3","296.8","304.2","1054","11149.2","41569.4","3570.5"
"Mar-2000","18863.40","1134.8","2877.4","3142.4","5600.9","3417.6","4036.4","1814.8","697.7","1627.7","1371.4","16063.3","543.6","13461.1","4012.2","4277.2","9878.1","13295.7","17332.1","17672.6","23058.3","9018.5","22625.1","14435.7","3163.9","540.2","2493.1","1583.3","408.8","5960.6","10571.3","395.1","4403.9","17057.8","7508.9","7152","661","16620.9","301.5","377.4","1057","11459","41105.9","4351.4"
"Feb-2000","18602.40","1157.6","2538.4","3058.3","5568.9","3304.2","4064.9","1903.0","679.0","1626.2","1530.4","16034.6","695.4","13432.1","3695.9","4215.9","9784.8","13089","17153.9","17501.3","23052.7","8873.1","22624","14344.1","3288.5","375.1","2540.1","1588.4","487.8","5895.9","10838.2","314.1","4429.6","16867.6","7495.1","6978.6","579.3","16439.7","309.7","456.5","1048.4","11275.4","40903.7","3532.3"
"Jan-2000","18660.60","1122.2","2953.1","3140.1","5521.0","3213.4","4035.1","1878.6","776.3","1533.9","1611.6","15714","614.2","13367.8","4075.4","4262.3","9783.3","12996.7","17031.8","17418.0","23052.9","8734.4","22650.4","14246.5","3061.9","441.4","2674.2","1720.6","505.8","5848.5","10536.3","329.2","4366.7","16639.7","7680.3","6746.6","470.3","16199.6","294.7","430.5","1017.3","11148.4","40655.4","3530.7"
"Dec-1999","18558.90","1292.4","2557.7","2989.5","5487.1","3288.4","4158.3","1878.8","718.2","1601.0","1709.0","15750.4","641.7","13316.7","3850.1","4281.9","9769.0","13057.5","17215.8","17359.8","23215.2","8775.5","22594.3","14372.4","3291.8","293.9","2584.5","1573.9","477.9","5453.7","10559.6","563.4","4229.7","16563.5","7718.1","6561.3","490.9","16130.2","303.6","443.4","1046.2","11089.1","40497.2","4312.4"
"Nov-1999","18038.90","1134.4","2642.5","2648.0","5546.0","3238.0","4277.4","1936.3","768.1","1630.8","908.9","15785.9","665.3","13190.1","3776.9","3782.4","9328.4","12566.4","16843.8","17419.5","22580.3","8784","21964.6","14285.2","3051","278.7","2503.3","1435.2","411.3","5670","10334.3","295.9","4165","16342.2","7506","6423.5","660.7","15907.8","307.7","396.6","1047.7","11163.4","39779.6","3422.9"
"Oct-1999","17809.00","1113.8","2740.2","2652.6","5613.9","3347.2","4180.5","2052.9","702.6","1624.7","875.0","15097.4","24.9","13047.9","3854","3766.4","9380.3","12727.5","16908.0","17641.5","22679.0","8961.1","22311.3","14552.2","2916.3","312.6","2664","1518.5","347.6","5455.9","10216.1","252.7","4122.2","16159.5","7650.2","6065","702.1","15727.6","293.7","407.3","1041.2","10924.1","39935.8","3403.1"
"Sep-1999","17516.10","1075.3","2924.5","2960.1","5557.8","3324.6","4061.1","2061.4","697.7","1477.5","801.8","15100.8","76.1","12862.5","3999.9","4035.4","9593.3","12917.8","16978.9","17723.6","22023.0","8882.4","22160.4","14483.8","2885.7","342.9","2482.6","1585.9","379.5","6448.8","10319.9","322.2","4045.2","16105.3","7280.6","6014.1","708.9","15670.1","352.6","572.7","1176.4","11607","40256.5","4222.4"
"Aug-1999","18094.30","1117.5","2713.9","2818.9","5546.2","3319.3","4273.4","2106.9","805.1","1569.4","816.5","17452","1626.8","13139.6","3831.4","3936.3","9482.5","12801.8","17075.1","17774.0","22061.6","8865.4","22432.6","14227.8","3236.8","296.5","2698.5","1624.8","348.2","6111.7","10326.8","260.2","3881.7","16081.6","7222.8","6335.5","804.8","15647.3","317.1","386.7","1014.7","11069.4","39820.2","3368.8"
"Jul-1999","17501.80","1116.1","2635.8","2718.5","5597.3","3570.3","4423.6","2199.2","852.4","1539.6","798.9","17144.3","1559.6","12628","3751.9","3834.7","9432.0","13002.3","17425.9","17444.4","22282.3","9167.6","22205.3","14471.5","3070","326.6","2403.3","1550.2","383.7","5841.1","9733.4","231","3795.3","16058.1","7204.6","6185.8","976.1","15625.1","325.6","349.5","1016.4","10764.6","38776.9","3370.3"
"Jun-1999","17085.50","1068","2772.6","2931.3","5554.8","3458.5","4284.8","1922.9","855.9","1541.7","919.2","16924.5","1721.9","12248.7","3840.6","3999.4","9554.2","13012.7","17297.5","17380.4","22121.9","9013.3","22102","14344.2","2965.6","364.3","2661.1","1438.7","328.1","5753.4","9355.7","260.8","3698.1","15842.3","7072.4","6152","948.1","15414.2","315","392.8","962","10327.4","38360.3","4185.4"
"May-1999","16628.40","1066.3","2706.5","2849.6","5528.6","3276.0","4279.8","2069.8","839.6","1575.3","856.6","16820.1","1848.7","12034.1","3772.8","3916","9444.6","12720.6","17000.3","16650.3","21759.7","8804.6","21401.1","14062.8","3014.4","313.4","2321.9","1346.4","342.2","5759.4","8845.2","276.1","3671.5","15472.6","7204.3","5793.7","825","15044.3","316.7","334.5","998.3","10376.4","37440.3","3333.5"
"Apr-1999","16338.30","1087.9","2760.1","2679.9","5422.8","3309.7","4072.4","1896.7","811.0","1537.0","921.0","16208","1827.8","11730.1","3848","3767.9","9190.7","12500.4","16572.8","16294.8","21180.1","8732.6","20883","13855.2","2851.3","290","2196.9","1370.1","319.6","5525","8668.5","208.6","3571","15429.7","7063.9","5920.5","769.5","15003.5","296.4","295.8","1083.6","10428.2","36850.4","3288.2"
"Mar-1999","16203.10","1076.9","3019.1","2839.9","5419.2","3417.4","4082.0","1840.2","839.2","1448.1","834.1","15996.6","1799.4","11532.5","4096","3916.8","9336.0","12753.4","16835.4","16639.6","21473.2","8836.6","20992.5","14039.2","2851.3","355","2164.4","1255.4","327.3","5272.5","8106.7","282.7","3569","15134.4","6925.6","5749.2","748.8","14713.4","302.8","347.2","1060.7","10056.6","36430.6","4071.8"
"Feb-1999","15585.60","1024.1","2778.1","2700.6","5453.9","3376.3","3947.3","1928.3","788.4","1451.6","875.8","14499.4","1431.2","11115.3","3802.2","3724.7","9178.6","12554.9","16502.2","16094.0","20830.0","8830.2","20545.5","13856.2","2832.7","269.4","2003.9","1246.4","336.8","4657.7","7623.5","263.3","3623.4","14991","6994.8","5467.2","809.5","14575.8","409.9","312.5","997.1","9334.3","35300.8","3311.4"
"Jan-1999","15751.20","1014.4","2810.4","2618.9","5373.9","3631.1","3820.2","1885.4","671.3","1388.9","843.4","14456.6","1227.9","11333.2","3824.9","3633.3","9007.2","12638.3","16458.4","16082.2","20655.9","9005","20319.5","13921.7","2663.4","262.2","2016.9","1144.9","310.5","4632.9","7573.1","243.2","3596.7","14954.4","6785.1","5467.7","886.2","14538.6","273.8","223.7","1317.8","9128.5","34859.5","3334.1"
"Dec-1998","15494.50","1020.1","2770.0","3052.2","5324.4","3611.9","3885.2","1944.0","699.5","1384.5","720.6","14506.8","1304.3","11324.6","3790.1","4072.4","9396.8","13008.7","16893.9","16588.9","21142.0","8936.4","20650.6","13735.2","2853.1","451.2","1935.9","1329.2","345.9","4725.3","7790.5","384.4","3522.7","14852.3","6711.9","5444.4","886.3","14440","279.6","192.1","1338","9041.2","35375.3","4091.1"
"Nov-1998","15570.60","1057.5","2850.2","2804.7","5402.0","3737.4","3913.9","1940.0","712.3","1380.7","694.4","14388","1290.6","11254.3","3907.6","3862.2","9264.2","13001.6","16915.5","16360.2","20940.9","9139.4","20465.8","13900.8","2554.4","339.3","1980.2","1363.5","327.5","5183.2","7086.2","200.5","3424.4","14824.4","6615.7","5445","776.9","14409.7","387.8","232.7","1366.4","8863.8","34863.1","3270.4"
"Oct-1998","15190.40","1021.7","2641.6","2542.5","5409.1","3664.5","3911.8","1966.1","685.9","1392.7","717.1","13733.8","636.3","11055.6","3663.2","3564.2","8973.3","12637.8","16549.6","15785.3","20391.8","9073.6","19966.2","13896.8","2464.9","375.6","1705.3","1188.6","335","4736.4","6850","217.3","3339","14581.9","6435.8","5673.6","841.7","14164.1","308.6","233.5","1088.6","8504.2","33792.4","3301.2"
"Sep-1998","15383.20","988","2676.3","2817.9","5392.8","3628.3","4024.0","2130.4","667.4","1417.3","791.4","13850.8","718.5","11222.7","3664.3","3805.9","9198.7","12827","16851.0","15999.7","20771.1","9021.1","20285.6","13753.5","2495.7","508.1","1914.8","1284.3","329.2","5060.5","7004.5","254.5","3354.7","14431.6","6387.7","5630.8","872.8","14018.3","284","167","1089.3","8461.4","33918.4","3985.5"
"Aug-1998","15050.80","1029.8","2675.2","2461.3","5375.5","3711.0","4172.9","2406.6","724.8","1316.6","733.7","13069.1","492.9","10757.7","3704.9","3491.1","8866.6","12577.5","16750.5","15813.9","20689.0","9086.5","20427.7","13885.4","2689.3","343.2","1738.9","1380.9","389.9","5164.8","7174","224.3","3335.1","14129","6267.3","5537.5","754.6","13722.9","297.6","184.1","1087.9","7984.8","33478.7","3223"
"Jul-1998","14971.50","1026.9","2533.5","2359.2","5348.1","3264.3","4708.9","2629.3","786.8","1332.4","513.5","12756.8","155.5","10776","3560.4","3386.2","8734.3","11998.5","16707.4","15370.6","20565.3","8612.3","19977.7","13373.8","2746.6","326.8","1737.4","1450.9","342.2","4950.3","6983.7","218.2","3293","13974.3","6213.6","5585.2","700.2","13568.4","228.3","179.7","1067.2","8290.7","33353.3","3188.9"
"Jun-1998","14779.90","986.8","2663.9","2676.4","5413.3","3190.8","4442.7","2476.7","759.1","1359.3","626.0","13146.3","544.8","10818.7","3650.7","3663.2","9076.5","12267.3","16710.0","15460.8","20485.7","8604.1","20029.9","13388.7","2634.9","634.3","1691","1388","293","4760.8","6556.3","224.4","3269.2","14054.4","6147.9","5682.1","747.9","13616.6","236.1","147.6","1092.7","7963.9","32788.9","3935.5"
"May-1998","14956.90","995.6","2577.5","2614.1","5327.4","3382.3","3936.9","2175.3","768.1","1260.2","629.1","13414.5","837.2","10883.3","3573","3609.6","8937.1","12319.3","16256.2","15451.1","19961.3","8709.7","19551.9","13236.2","2621.5","512.9","1596.9","1301.1","283.3","5044.9","7141.9","212.4","3151.5","13618.5","6062","5465.8","654.8","13182.5","229.5","149.6","1056.8","8804.5","32999.3","3132.9"
"Apr-1998","14237.70","979.4","2694.3","2862.6","5197.8","3270.5","3930.6","2042.4","726.1","1244.2","634.8","12649.2","604.6","10359.7","3673.7","3842","9039.8","12310.3","16240.9","15184.6","19690.9","8468.3","19145.3","13218.6","2658.9","439.8","1462.6","1072.7","292.7","5016.9","6926","258.5","3126.8","13382.3","5997.6","5376.8","615.9","12950.8","258.5","168.5","965.1","9020.7","33044","3116.3"
"Mar-1998","15383.50","999.5","2757.2","2946.0","5039.0","3086.7","3815.9","1933.2","625.1","1261.2","566.6","15387","1954.9","11377.3","3756.7","3945.5","8984.5","12071.2","15887.2","14681.9","18983.7","8125.7","18389.4","13042.7","2569.4","451.3","1168.4","898.5","259.3","7921.1","10978.8","187.1","3090.9","13343.2","5868.7","5486.8","679.7","12913.9","253.1","113.9","941.1","13339.3","36425.4","3841.8"
"Feb-1998","14744.10","1011.8","2554.6","2916.4","4974.5","2829.0","3610.3","1744.9","620.4","1254.7","626.6","14782.2","1554.4","11131.7","3566.3","3928.2","8902.6","11731.7","15341.9","14342.9","18499.0","7803.5","17820.3","12419.2","2339.6","490.4","1140","920.8","510.2","7577.6","10476.2","225.2","3123.4","13335.6","5832.6","5455.6","711.8","12910.6","268.3","112.8","954.5","13208.9","35780.9","3072.8"
"Jan-1998","14500.10","999.9","2534.7","2850.5","4905.5","2875.7","3522.3","1759.4","630.0","1164.7","593.6","15134.5","1941.6","11071.8","3534.6","3850.5","8756.0","11631.6","15153.9","14292.2","18332.3","7781.1","17821.2","12406.3","2413.1","478","1124","919.5","480.3","7508.3","10306.7","188.4","3086.9","13286","5716.6","5567.4","723","12862.5","248.4","103.8","926.7","12602","35204","3087.3"
"Dec-1997","14598.30","1063","2512.3","2835.2","4903.8","2765.2","3351.6","1712.6","625.6","1117.2","573.3","14954.4","1523.8","11323.1","3575.4","3898.2","8802.0","11567.2","14918.8","14250.8","18100.9","7669","17610.7","12039.4","2652.9","401.9","1070.4","1016.8","429.3","7609.2","10321.1","318.7","2987.4","13256.1","6007.6","5276.2","710.5","12840.8","243.1","97.8","920.9","12715.1","35157.7","3814"
"Nov-1997","14380.90","1012.6","2118.7","2433.2","4850.2","2889.7","3448.9","1836.9","635.5","1135.1","509.3","14945.4","1877.5","11062.4","3131.4","3445.8","8295.9","11185.6","14634.5","13837.3","17764.1","7739.8","17366.6","12297.1","2561.7","374.8","891.2","919.3","322.5","6823.2","9243.7","206.8","2874.5","13176.2","6056.2","4980.8","758.7","12568.4","265.5","83","1031.9","11668","33337.5","3074.3"
"Oct-1997","13567.70","983.2","2104.9","2593.6","4801.7","2796.6","3146.8","1506.6","593.8","1145.8","533.1","13843.1","283","11885","3088.1","3576.7","8378.4","11175","14321.7","13920.8","17569.9","7598.2","17091.6","12301.2","2109.2","347.1","1199.1","860.2","274.8","6981.7","9490.3","231.6","2780.9","12450.7","5512.2","4899.1","707","12053.1","271.7","58","1002.8","11130.3","32360.5","2999.9"
"Sep-1997","13460.80","928.4","2204.4","2803.3","4772.5","2705.3","3196.4","1483.0","614.2","1208.7","475.8","14060.8","593.4","11724.5","3132.8","3731.7","8504.3","11209.6","14406.0","14007.1","17621.0","7477.8","17243.2","12297.9","2118.6","419.1","1160","971.3","276.4","7649.2","9557.2","263.5","3235.8","12205.5","5404.7","4767.9","730.9","11812.6","285.3","52.5","964.2","11025.9","33186.8","3789"
