"Date","Commercial Banks & NFIs – Credit to the Private Sector (TT$Mn)","Currency in Active Circulation (TT$Mn)","Commercial Bank Reserves with Central Bank (TT$Mn)","Demand Deposits (Adj.) (TT$Mn)","Saving Deposits (Adj.) (TT$Mn)","Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Demand Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Savings Deposits (Adj.) (TT$Mn)","NFIs - Foreign Currency Deposits (Adj.) (TT$Mn)","Banking System: Net Domestic Credit (TT$Mn)","Loans and Advances to Central Government (TT$Mn)","Banking System: Credit to the Private Sector (TT$Mn)","Base Money M-0 (TT$Mn)","Narrow Money M-1A (TT$Mn)","Money Supply M-1C (TT$Mn)","Money Supply M-2 (TT$Mn)","Money Supply M-2* (TT$Mn)","Money Supply M-3 (TT$Mn)","Money Supply M-3* (TT$Mn)","Quasi Money (TT$Mn)","Commercial Banks & NFIs - Total Deposits Outstanding (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Unincorporated Businesses (TT$Mn)","Banking System Investments (TT$Mn)","Commercial Banks & NFIs - Total Investment (Net) - TT$Mn","Commercial Banks & NFIs - Reserves (TT$Mn)","Commercial Banks & NFIs - Share Capital (TT$Mn)","Commercial Banks & NFIs - Total Loans Outstanding (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Loans (Net) (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Unincorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Other Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Real Estate Mortgage Loans (TT$Mn)"
"Oct-2014","52558.30","6608","27946.9","38680.2","29419.7","9039.1","21618.4","3127.8","7696.4","11881.4","675.9","18480.3","-37573.2","48404.4","34554.8","45288.1","74707.9","83747","105365.4","85638.4","107932.5","38458.9","103310","48003.8","22675.1","5789.9","8769.8","13371.8","4699.3","37645.1","30954.5","1105.7","21878","58377.9","25890.5","24373.5","3349.4","56902.9","510.2","2488.4","1766","12126.7","140362","16089.8"
"Sep-2014","52360.10","6437.8","26159.8","37633.5","29012.5","9048.7","21495.8","3163.7","7753.8","11743.5","653.7","20157.7","-35891.4","48262.5","32597.6","44071.3","73083.8","82132.5","103628.2","84025.5","106174.7","38061.1","101310","47712.4","21870.7","5690.7","8112.9","13291.4","4631.5","37319.8","31008.2","1296","21929.3","58240.3","25725.3","24402.9","3468","56800.5","379.7","2499.2","1765.3","11983.5","138340","19369.1"
"Aug-2014","52351.50","6407.6","26105.9","36448.8","29010.1","9118.1","21851.1","3315.1","8103.0","11680.8","646.6","25489.8","-31069.1","48326.5","32513.5","42856.4","71866.5","80984.7","102835.8","82883.2","105380.7","38128.3","101176","47749.8","21597","5207.3","8186.9","13938.5","4496.1","36702.9","31049","1198.3","21739.2","58309.3","25582.2","24404.5","3525.3","56868.6","378.3","2684","1735.1","11136.8","137030","15786"
"Jul-2014","51890.20","6312.6","25001.0","35818.3","28689.1","9180.1","21384.8","3499.4","7425.9","11681.4","633.7","20828.1","-35182.1","47716.8","31313.6","42130.9","70820.0","80000.1","101384.9","82011.3","104029.5","37869.2","99662.1","47369.2","21179.5","5100.9","8249.9","13262","4500.7","35903.3","30343","1338.9","21584.2","57833.4","25272.4","24252.3","3538.3","56401.8","301.8","2732.1","1736.4","11366","135248","15713"
"Jun-2014","51815.60","6252","26569.2","37817.6","28537.1","9046.6","22111.9","3649.5","7687.0","12048.8","475.2","20711.4","-34977.4","47584","32821.2","44069.6","72606.7","81653.2","103765.1","83675.7","106262.6","37583.6","101653","47262.1","21435.9","5926.1","9214.4","12934","4880.3","36108.7","30329.7","1182.4","21546.2","57559.2","25073.3","24433.7","3538.5","56263.1","219.6","2592.1","1702","11689","137530","18748.5"
"May-2014","51830.60","6247.3","28112.0","38020.0","28700.4","9181.8","22320.1","3970.5","7752.1","11861.9","499.3","21735.4","-33659.7","47514","34359.4","44267.3","72967.7","82149.5","104469.5","84001.9","106821.0","37882.2","102531","47551.5","22278.6","5342.7","8695.8","13817.7","4844.9","36137.2","30468.1","1154.3","21423.4","57275","25037.2","24467.9","3532.7","55960.3","226.2","2314.9","1696.1","11181.3","137851","15305.3"
"Apr-2014","51116.80","6122.4","27828.5","37827.2","28392.2","9326.9","22078.0","3922.2","7485.4","11967.8","517.0","22341.9","-33003.6","47205.1","33950.9","43949.6","72341.8","81668.7","103746.7","83434.8","106029.5","37719.1","101735","47150","21881","5345","9124.2","13692.6","4542","36242.5","30868.4","1320.2","21490","56815","24776.6","24001.5","3517.3","55504.3","204.9","2615.7","1699.1","11911.2","137910","15198.8"
"Mar-2014","50833.10","6158.7","27357.0","37196.0","28342.3","9486.9","21547.9","4027.8","7310.5","11523.7","662.2","25150.7","-30287","46801.5","33515.7","43354.7","71697.0","81183.9","102731.8","82842.1","105052.0","37829.1","101335","47528.5","21563.5","5704.8","8242.8","13813.5","4482.1","35622.7","30559.2","1222.9","21360.4","57155.9","24580.3","23956.2","4120.3","55882.6","260.3","2524.8","1713.9","12567.9","137841","18409.2"
"Feb-2014","50685.60","6172","26236.7","35713.1","28041.3","9424.4","21233.1","4098.1","7307.8","11179.3","596.9","28868.7","-26489.4","46739.8","32408.8","41885.2","69926.5","79350.8","100583.9","80979.8","102809.6","37465.7","98991.5","47115","20498","5399.7","7738.5","13899.6","4340.7","35592.4","30613.1","1336.7","21535","57107.2","24903.4","23619.5","3971.8","55862.2","315.4","2596.7","1700.3","12333.3","135650","15014.7"
"Jan-2014","50244.80","5984.7","25958.6","34726.0","27666.1","9168.2","21720.4","4191.3","7507.0","11295.7","596.1","28571.7","-25918.5","46268.4","31943.2","40710.7","68376.8","77545","99265.4","79136.5","101452.9","36834.3","97097.3","46548.8","20169.8","5067.5","7418.1","13457.2","4435.9","35963.2","31264.1","1126.9","21374.2","56384.3","24722.5","23495.9","3618.2","55143.6","294.4","2550.9","1702.4","12416.1","134685","14895.3"
"Dec-2013","49756.60","6050","26094.8","34073.6","27437.8","9473.2","21618.9","4203.5","7454.0","11290.6","592.5","20522.7","-33300.7","45855.2","32144.8","40123.6","67561.4","77034.6","98653.5","78643.3","100854.7","36911","97254.5","46322.5","20741.5","5708.7","7196.7","13076.7","4208.4","35803.8","30612.8","1646.7","21587.5","55753.1","24569.6","23222.5","3504.4","54552.5","269.6","2473.2","1713.7","12679.7","135136","17967.8"
"Nov-2013","50021.10","5974.5","26546.6","34798.7","27424.7","9595.7","22670.4","4116.2","8078.6","11806.0","587.6","27819.4","-25715.3","45993.1","32521.1","40773.2","68197.9","77793.7","100464.1","79435.5","102693.5","37020.5","99556.1","46423.6","20573.2","6383.1","7662.8","14189.6","4323.9","36275.9","31334.9","1094.8","21235.2","55398.3","24278.1","23587.3","3365","54174.3","286.9","2148.4","1732.6","12237.7","136697","14569.7"
"Oct-2013","49475.30","5773.2","26714.2","34048.4","27274.9","9774.3","22356.8","4470.0","7829.5","11428.1","581.9","26312.8","-26554.7","45307.7","32487.4","39821.5","67096.4","76870.7","99227.5","78501.5","101440.2","37049.2","98242.8","46189.3","20181.5","5476.3","7453.8","14784.1","4157.9","35927.6","30720.2","1104.1","21587.6","55035.3","23762.3","23492.9","3533.6","53816.4","284.9","2253.4","1708.3","12508.9","135745","14484.6"
